,Year,Ridership,city
0,2012,10775.0,Tomah
1,2013,10805.0,Tomah
2,2014,9426.0,Tomah
3,2015,10179.0,Tomah
4,2016,12779.0,Tomah
5,2017,13306.0,Tomah
6,2018,11914.0,Tomah
0,2012,10459.0,Topeka
1,2013,10571.0,Topeka
2,2014,10048.0,Topeka
3,2015,10399.0,Topeka
4,2016,10214.0,Topeka
5,2017,10084.0,Topeka
6,2018,9136.0,Topeka
0,2012,413.5,Trenton
1,2013,419.3,Trenton
2,2014,414.7,Trenton
3,2015,409.3,Trenton
4,2016,429.9,Trenton
5,2017,431.0,Trenton
6,2018,430.6,Trenton
0,2012,4770.0,Trinidad
1,2013,4765.0,Trinidad
2,2014,4591.0,Trinidad
3,2015,5158.0,Trinidad
4,2016,5747.0,Trinidad
5,2017,5415.0,Trinidad
6,2018,5635.0,Trinidad
0,2012,Partial Data,Troy
1,2013,Partial Data,Troy
2,2014,Partial Data,Troy
3,2015,Partial Data,Troy
4,2016,Partial Data,Troy
5,2017,Partial Data,Troy
6,2018,Partial Data,Troy
0,2012,9450.0,Truckee
1,2013,9855.0,Truckee
2,2014,10509.0,Truckee
3,2015,10846.0,Truckee
4,2016,14675.0,Truckee
5,2017,14879.0,Truckee
6,2018,15251.0,Truckee
0,2012,23500.0,Tucson
1,2013,25416.0,Tucson
2,2014,27533.0,Tucson
3,2015,28368.0,Tucson
4,2016,26891.0,Tucson
5,2017,28675.0,Tucson
6,2018,27840.0,Tucson
0,2012,26014.0,Tukwila
1,2013,29025.0,Tukwila
2,2014,28273.0,Tukwila
3,2015,28273.0,Tukwila
4,2016,29815.0,Tukwila
5,2017,30997.0,Tukwila
6,2018,32995.0,Tukwila
0,2012,12290.0,Tuscaloosa
1,2013,11598.0,Tuscaloosa
2,2014,11360.0,Tuscaloosa
3,2015,10870.0,Tuscaloosa
4,2016,10493.0,Tuscaloosa
5,2017,10422.0,Tuscaloosa
6,2018,10107.0,Tuscaloosa
0,2012,3108.0,Tyrone
1,2013,3215.0,Tyrone
2,2014,3346.0,Tyrone
3,2015,3324.0,Tyrone
4,2016,3068.0,Tyrone
5,2017,3050.0,Tyrone
6,2018,2826.0,Tyrone
0,2012,64479.0,Utica
1,2013,65852.0,Utica
2,2014,63938.0,Utica
3,2015,60583.0,Utica
4,2016,58487.0,Utica
5,2017,59085.0,Utica
6,2018,59423.0,Utica
0,2012,73665.0,Van Nuys
1,2013,75762.0,Van Nuys
2,2014,76761.0,Van Nuys
3,2015,76485.0,Van Nuys
4,2016,74512.0,Van Nuys
5,2017,77027.0,Van Nuys
6,2018,75985.0,Van Nuys
0,2012,96.6,Vancouver
1,2013,96.9,Vancouver
2,2014,95.0,Vancouver
3,2015,92.7,Vancouver
4,2016,95.9,Vancouver
5,2017,96.4,Vancouver
6,2018,118.9,Vancouver
0,2012,47482.0,Ventura
1,2013,55434.0,Ventura
2,2014,58896.0,Ventura
3,2015,61739.0,Ventura
4,2016,65092.0,Ventura
5,2017,67385.0,Ventura
6,2018,93553.0,Ventura
0,2012,6764.0,Victorville
1,2013,7290.0,Victorville
2,2014,6692.0,Victorville
3,2015,7266.0,Victorville
4,2016,6664.0,Victorville
5,2017,6292.0,Victorville
6,2018,5911.0,Victorville
0,2012,17998.0,Wallingford
1,2013,16919.0,Wallingford
2,2014,14221.0,Wallingford
3,2015,13140.0,Wallingford
4,2016,9288.0,Wallingford
5,2017,8162.0,Wallingford
6,2018,9429.0,Wallingford
0,2012,4766.0,Walnut Ridge
1,2013,4731.0,Walnut Ridge
2,2014,4046.0,Walnut Ridge
3,2015,3738.0,Walnut Ridge
4,2016,3345.0,Walnut Ridge
5,2017,3486.0,Walnut Ridge
6,2018,3421.0,Walnut Ridge
0,2012,16074.0,Warrensburg
1,2013,17189.0,Warrensburg
2,2014,18450.0,Warrensburg
3,2015,15656.0,Warrensburg
4,2016,13812.0,Warrensburg
5,2017,13144.0,Warrensburg
6,2018,12046.0,Warrensburg
0,2012,21117.0,Wasco
1,2013,49245.0,Wasco
2,2014,42159.0,Wasco
3,2015,39061.0,Wasco
4,2016,40580.0,Wasco
5,2017,40844.0,Wasco
6,2018,35844.0,Wasco
0,2012,14289.0,Washington
1,2013,15898.0,Washington
2,2014,15604.0,Washington
3,2015,15875.0,Washington
4,2016,15753.0,Washington
5,2017,16112.0,Washington
6,2018,15890.0,Washington
0,2012,4816.9,Washington - Union Station
1,2013,4794.6,Washington - Union Station
2,2014,4812.6,Washington - Union Station
3,2015,4788.3,Washington - Union Station
4,2016,4921.6,Washington - Union Station
5,2017,5046.9,Washington - Union Station
6,2018,5039.1,Washington - Union Station
0,2012,4882.0,Waterbury-Stowe
1,2013,5416.0,Waterbury-Stowe
2,2014,6106.0,Waterbury-Stowe
3,2015,5837.0,Waterbury-Stowe
4,2016,5331.0,Waterbury-Stowe
5,2017,5738.0,Waterbury-Stowe
6,2018,5110.0,Waterbury-Stowe
0,2012,23701.0,Waterloo
1,2013,23889.0,Waterloo
2,2014,22497.0,Waterloo
3,2015,19872.0,Waterloo
4,2016,20277.0,Waterloo
5,2017,22849.0,Waterloo
6,2018,21682.0,Waterloo
0,2012,55502.0,Wells
1,2013,52448.0,Wells
2,2014,50507.0,Wells
3,2015,48890.0,Wells
4,2016,48790.0,Wells
5,2017,68835.0,Wells
6,2018,56960.0,Wells
0,2012,15351.0,Wenatchee
1,2013,13791.0,Wenatchee
2,2014,13056.0,Wenatchee
3,2015,12678.0,Wenatchee
4,2016,14925.0,Wenatchee
5,2017,13449.0,Wenatchee
6,2018,18126.0,Wenatchee
0,2012,6175.0,West Glacier
1,2013,6434.0,West Glacier
2,2014,5013.0,West Glacier
3,2015,5761.0,West Glacier
4,2016,6261.0,West Glacier
5,2017,5495.0,West Glacier
6,2018,4891.0,West Glacier
0,2012,66188.0,West Palm Beach
1,2013,63065.0,West Palm Beach
2,2014,61260.0,West Palm Beach
3,2015,57973.0,West Palm Beach
4,2016,55496.0,West Palm Beach
5,2017,52973.0,West Palm Beach
6,2018,52572.0,West Palm Beach
0,2012,42023.0,Westerly
1,2013,39186.0,Westerly
2,2014,39299.0,Westerly
3,2015,40916.0,Westerly
4,2016,42560.0,Westerly
5,2017,43594.0,Westerly
6,2018,45788.0,Westerly
0,2012,4602.0,Westport
1,2013,4975.0,Westport
2,2014,4900.0,Westport
3,2015,5049.0,Westport
4,2016,5626.0,Westport
5,2017,5624.0,Westport
6,2018,5596.0,Westport
0,2012,14668.0,White River Junction
1,2013,15175.0,White River Junction
2,2014,15983.0,White River Junction
3,2015,14540.0,White River Junction
4,2016,13717.0,White River Junction
5,2017,13367.0,White River Junction
6,2018,13708.0,White River Junction
0,2012,5985.0,White Sulphur Springs
1,2013,5204.0,White Sulphur Springs
2,2014,5165.0,White Sulphur Springs
3,2015,5087.0,White Sulphur Springs
4,2016,5204.0,White Sulphur Springs
5,2017,5878.0,White Sulphur Springs
6,2018,5680.0,White Sulphur Springs
0,2012,65510.0,Whitefish
1,2013,65557.0,Whitefish
2,2014,51152.0,Whitefish
3,2015,47337.0,Whitefish
4,2016,54609.0,Whitefish
5,2017,56754.0,Whitefish
6,2018,55210.0,Whitefish
0,2012,1514.0,Whitehall
1,2013,1315.0,Whitehall
2,2014,1584.0,Whitehall
3,2015,1865.0,Whitehall
4,2016,1776.0,Whitehall
5,2017,1638.0,Whitehall
6,2018,1748.0,Whitehall
0,2012,7487.0,Williams Junction
1,2013,6944.0,Williams Junction
2,2014,6024.0,Williams Junction
3,2015,6738.0,Williams Junction
4,2016,8051.0,Williams Junction
5,2017,9672.0,Williams Junction
6,2018,2032.0,Williams Junction
0,2012,57096.0,Williamsburg
1,2013,61304.0,Williamsburg
2,2014,60710.0,Williamsburg
3,2015,60625.0,Williamsburg
4,2016,58655.0,Williamsburg
5,2017,59133.0,Williamsburg
6,2018,56354.0,Williamsburg
0,2012,54324.0,Williston
1,2013,51076.0,Williston
2,2014,44013.0,Williston
3,2015,38477.0,Williston
4,2016,27845.0,Williston
5,2017,26195.0,Williston
6,2018,29013.0,Williston
0,2012,727.1,Wilmington
1,2013,727.4,Wilmington
2,2014,695.4,Wilmington
3,2015,694.4,Wilmington
4,2016,684.1,Wilmington
5,2017,679.8,Wilmington
6,2018,695.2,Wilmington
0,2012,43973.0,Wilson
1,2013,52466.0,Wilson
2,2014,57799.0,Wilson
3,2015,61950.0,Wilson
4,2016,56727.0,Wilson
5,2017,55353.0,Wilson
6,2018,53934.0,Wilson
0,2012,962.0,Windsor
1,2013,1126.0,Windsor
2,2014,1197.0,Windsor
3,2015,1208.0,Windsor
4,2016,1165.0,Windsor
5,2017,1200.0,Windsor
6,2018,1272.0,Windsor
0,2012,962.0,Windsor
1,2013,1126.0,Windsor
2,2014,1197.0,Windsor
3,2015,1208.0,Windsor
4,2016,1165.0,Windsor
5,2017,1200.0,Windsor
6,2018,1272.0,Windsor
0,2012,18209.0,Windsor Locks
1,2013,18445.0,Windsor Locks
2,2014,19758.0,Windsor Locks
3,2015,20826.0,Windsor Locks
4,2016,16827.0,Windsor Locks
5,2017,14919.0,Windsor Locks
6,2018,18145.0,Windsor Locks
0,2012,4238.0,Winnemucca
1,2013,4481.0,Winnemucca
2,2014,4660.0,Winnemucca
3,2015,3617.0,Winnemucca
4,2016,4050.0,Winnemucca
5,2017,4146.0,Winnemucca
6,2018,4540.0,Winnemucca
0,2012,23803.0,Winona
1,2013,22748.0,Winona
2,2014,19209.0,Winona
3,2015,18671.0,Winona
4,2016,18486.0,Winona
5,2017,17185.0,Winona
6,2018,14398.0,Winona
0,2012,5034.0,Winslow
1,2013,4625.0,Winslow
2,2014,4428.0,Winslow
3,2015,5074.0,Winslow
4,2016,4481.0,Winslow
5,2017,4187.0,Winslow
6,2018,4345.0,Winslow
0,2012,24565.0,Winter Haven
1,2013,22025.0,Winter Haven
2,2014,22273.0,Winter Haven
3,2015,21965.0,Winter Haven
4,2016,21682.0,Winter Haven
5,2017,20598.0,Winter Haven
6,2018,20515.0,Winter Haven
0,2012,33464.0,Winter Park
1,2013,30142.0,Winter Park
2,2014,29013.0,Winter Park
3,2015,28309.0,Winter Park
4,2016,28197.0,Winter Park
5,2017,27253.0,Winter Park
6,2018,25844.0,Winter Park
0,2012,Partial Data,Winter Park--Ski Resort
1,2013,Partial Data,Winter Park--Ski Resort
2,2014,Partial Data,Winter Park--Ski Resort
3,2015,Partial Data,Winter Park--Ski Resort
4,2016,Partial Data,Winter Park--Ski Resort
5,2017,Partial Data,Winter Park--Ski Resort
6,2018,Partial Data,Winter Park--Ski Resort
0,2012,13543.0,Wisconsin Dells
1,2013,13768.0,Wisconsin Dells
2,2014,12742.0,Wisconsin Dells
3,2015,13009.0,Wisconsin Dells
4,2016,14240.0,Wisconsin Dells
5,2017,14606.0,Wisconsin Dells
6,2018,13631.0,Wisconsin Dells
0,2012,1567.0,Wishram
1,2013,1570.0,Wishram
2,2014,1512.0,Wishram
3,2015,1300.0,Wishram
4,2016,1330.0,Wishram
5,2017,1577.0,Wishram
6,2018,1339.0,Wishram
0,2012,18860.0,Woburn
1,2013,19573.0,Woburn
2,2014,22754.0,Woburn
3,2015,16901.0,Woburn
4,2016,21485.0,Woburn
5,2017,18953.0,Woburn
6,2018,17187.0,Woburn
0,2012,8023.0,Wolf Point
1,2013,8019.0,Wolf Point
2,2014,6301.0,Wolf Point
3,2015,6057.0,Wolf Point
4,2016,5662.0,Wolf Point
5,2017,5097.0,Wolf Point
6,2018,4447.0,Wolf Point
0,2012,10008.0,Woodbridge
1,2013,10458.0,Woodbridge
2,2014,10658.0,Woodbridge
3,2015,10340.0,Woodbridge
4,2016,9971.0,Woodbridge
5,2017,9680.0,Woodbridge
6,2018,9669.0,Woodbridge
0,2012,8900.0,Worcester
1,2013,9552.0,Worcester
2,2014,8439.0,Worcester
3,2015,7237.0,Worcester
4,2016,6152.0,Worcester
5,2017,6665.0,Worcester
6,2018,6157.0,Worcester
0,2012,3323.0,Yazoo City
1,2013,3772.0,Yazoo City
2,2014,3764.0,Yazoo City
3,2015,3784.0,Yazoo City
4,2016,3811.0,Yazoo City
5,2017,3587.0,Yazoo City
6,2018,3195.0,Yazoo City
0,2012,14624.0,Yemassee
1,2013,14915.0,Yemassee
2,2014,12437.0,Yemassee
3,2015,12336.0,Yemassee
4,2016,10770.0,Yemassee
5,2017,10451.0,Yemassee
6,2018,9740.0,Yemassee
0,2012,21966.0,Yonkers
1,2013,24019.0,Yonkers
2,2014,24578.0,Yonkers
3,2015,26070.0,Yonkers
4,2016,25253.0,Yonkers
5,2017,26925.0,Yonkers
6,2018,28344.0,Yonkers
0,2012,3941.0,Yuma
1,2013,3803.0,Yuma
2,2014,3702.0,Yuma
3,2015,4262.0,Yuma
4,2016,4518.0,Yuma
5,2017,4516.0,Yuma
6,2018,4459.0,Yuma
0,2012,4736.2,Lon
1,2013,4753.9,Lon
2,2014,4543.2,Lon
3,2015,4488.5,Lon
4,2016,4655.5,Lon
5,2017,4698.5,Lon
6,2018,4447.7,Lon
